id,name,city,latitude,longitude,dpcapacity,online_date
216,California Ave & Division St,Chicago,41.903029,-87.697474,15,8/15/2013 14:13:09
498,California Ave & Fletcher St,Chicago,41.93842879,-87.69800776,19,02-10-2015 14:47
259,California Ave & Francis Pl,Chicago,41.918121,-87.696972,15,09-03-2013 09:39
378,California Ave & Lake St,Chicago,41.88445396,-87.69629814,15,1/30/2015 14:00:13
123,California Ave & Milwaukee Ave,Chicago,41.922695,-87.697153,15,7/18/2013 17:23:40
481,California Ave & Montrose Ave,Chicago,41.961068,-87.695439,15,02-10-2015 14:39
276,California Ave & North Ave,Chicago,41.91044,-87.6972,11,09-10-2013 14:24
338,Calumet Ave & 18th St,Chicago,41.857611,-87.619407,15,9/26/2013 15:59:54
370,Calumet Ave & 21st St,Chicago,41.85418425,-87.61915374,15,1/30/2015 13:02:13
149,Calumet Ave & 33rd St,Chicago ,41.8349,-87.61793,11,7/19/2013 09:23:13
335,Calumet Ave & 35th St,Chicago,41.831379,-87.618034,15,9/26/2013 10:33:04
415,Calumet Ave & 51st St,Chicago,41.80229465,-87.61805358,15,1/30/2015 17:41:54
393,Calumet Ave & 71st St,Chicago,41.76550801,-87.61691793,11,1/30/2015 14:45:10
504,Campbell Ave & Fullerton Ave,Chicago,41.92463247,-87.68930701,15,02-10-2015 14:49
482,Campbell Ave & Montrose Ave,Chicago,41.96152593,-87.69116504,15,02-10-2015 14:39
160,Campbell Ave & North Ave,Chicago,41.910535,-87.689556,15,7/19/2013 09:57:20
192,Canal St & Adams St,Chicago,41.879255,-87.639904,47,08-06-2013 13:27
169,Canal St & Harrison St,Chicago ,41.874337,-87.639566,15,7/19/2013 10:09:06
75,Canal St & Jackson Blvd,Chicago,41.877245,-87.639366,31,6/26/2013 15:21:54
174,Canal St & Madison St,Chicago ,41.882091,-87.639833,27,7/19/2013 11:07:46
191,Canal St & Monroe St (*),Chicago,41.880884,-87.639525,28,08-06-2013 13:14
414,Canal St & Taylor St,Chicago,41.870257,-87.639474,15,1/30/2015 17:40:54
34,Cannon Dr & Fullerton Ave,Chicago,41.92675599,-87.63442878,15,6/22/2013 21:09:55
92,Carpenter St & Huron St,Chicago,41.894556,-87.653449,19,6/27/2013 08:58:55
550,Central Ave & Chicago Ave,Chicago,41.894958,-87.764902,11,5/27/2016 09:25:56
541,Central Ave & Harrison St,Chicago,41.872993,-87.764499,15,5/27/2016 08:49:17
531,Central Ave & Lake St,Chicago,41.887664,-87.765469,15,5/27/2016 08:38:16
542,Central Ave & Madison St,Chicago,41.880121,-87.763238,15,5/27/2016 09:03:10
500,Central Park Ave & Elbridge Ave,Chicago,41.93533728,-87.71688929,15,02-10-2015 14:48
508,Central Park Ave & North Ave,Chicago,41.90965688,-87.71663195,15,02-10-2015 14:50
438,Central Park Ave & Ogden Ave,Chicago,41.85420431,-87.71540584,15,02-10-2015 11:49
533,Central Park Blvd & 5th Ave,Chicago,41.875679,-87.71547,15,5/27/2016 08:40:08
474,Christiana Ave & Lawrence Ave,Chicago,41.96835449,-87.71183067,15,02-10-2015 14:37
538,Cicero Ave & Flournoy St,Chicago,41.872131,-87.746619,15,5/27/2016 08:43:48
529,Cicero Ave & Lake St,Chicago,41.886841,-87.745261,15,5/27/2016 08:35:11
539,Cicero Ave & Quincy St,Chicago,41.877613,-87.745405,15,5/27/2016 08:44:28
196,Cityfront Plaza Dr & Pioneer Ct,Chicago,41.890573,-87.622072,19,08-07-2013 16:23
159,Claremont Ave & Hirsch St,Chicago,41.907781,-87.685854,11,7/19/2013 09:56:47
312,Clarendon Ave & Gordon Ter,Chicago,41.957879,-87.649519,15,9/20/2013 09:45:27
245,Clarendon Ave & Junior Ter,Chicago,41.961004,-87.649603,23,8/22/2013 11:01:23
251,Clarendon Ave & Leland Ave,Chicago,41.967968,-87.650001,15,8/26/2013 11:52:52
394,Clark St & 9th St (AMLI),Chicago,41.870816,-87.631246,15,1/30/2015 15:11:29
94,Clark St & Armitage Ave,Chicago,41.918306,-87.636282,31,6/27/2013 12:33:54
463,Clark St & Berwyn Ave,Chicago,41.97799665,-87.6680471,19,02-10-2015 14:06
460,Clark St & Bryn Mawr Ave,Chicago,41.983593,-87.669154,15,02-10-2015 14:05
337,Clark St & Chicago Ave,Chicago,41.896544,-87.630931,19,9/26/2013 15:53:11
449,Clark St & Columbia Ave,Chicago,42.00445063,-87.6724024,15,02-10-2015 14:02
50,Clark St & Congress Pkwy,Chicago,41.87593267,-87.63058454,27,6/25/2013 11:23:39
176,Clark St & Elm St,Chicago ,41.902973,-87.63128,27,7/19/2013 11:08:56
457,Clark St & Elmdale Ave,Chicago,41.99089375,-87.6695834,19,02-10-2015 14:04
165,Clark St & Grace St,Chicago,41.95078,-87.659172,19,7/19/2013 10:03:47
517,Clark St & Jarvis Ave,Chicago,42.015963,-87.675005,15,05-12-2016 17:38
38,Clark St & Lake St,Chicago,41.88602083,-87.63087606,27,6/25/2013 01:43:12
326,Clark St & Leland Ave,Chicago,41.967096,-87.667429,11,9/23/2013 15:02:29
141,Clark St & Lincoln Ave,Chicago ,41.915689,-87.6346,23,7/18/2013 22:57:30
432,Clark St & Lunt Ave,Chicago,42.009074,-87.67419,19,02-02-2015 11:32
234,Clark St & Montrose Ave,Chicago,41.961588,-87.666036,19,8/20/2013 14:21:05
126,Clark St & North Ave,Chicago ,41.911974,-87.631942,15,7/18/2013 17:54:33
51,Clark St & Randolph St,Chicago,41.88457623,-87.63188991,31,6/25/2013 11:24:53
301,Clark St & Schiller St,Chicago,41.907993,-87.631501,19,9/18/2013 16:18:56
453,Clark St & Schreiber Ave,Chicago,41.99925182,-87.67137734,15,02-10-2015 14:03
353,Clark St & Touhy Ave,Chicago,42.01256012,-87.67436712,15,12/31/2013 14:08:54
156,Clark St & Wellington Ave,Chicago ,41.93649682,-87.64753866,15,7/19/2013 09:35:56
325,Clark St & Winnemac Ave,Chicago,41.973385,-87.668365,19,9/23/2013 09:59:55
340,Clark St & Wrightwood Ave,Chicago,41.929546,-87.643118,15,10-01-2013 11:35
223,Clifton Ave & Armitage Ave,Chicago,41.918216,-87.656936,15,8/16/2013 16:07:03
253,Clifton Ave & Lawrence Ave,Chicago,41.968873,-87.658857,15,8/31/2013 08:58:02
170,Clinton St & 18th St,Chicago,41.85795,-87.640826,15,7/19/2013 11:04:04
66,Clinton St & Lake St,Chicago,41.885637,-87.641823,23,6/25/2013 12:21:32
77,Clinton St & Madison St,Chicago,41.882242,-87.641066,31,6/26/2013 15:27:12
103,Clinton St & Polk St (*),Chicago,41.87146652,-87.64094913,16,7/18/2013 15:51:56
57,Clinton St & Roosevelt Rd,Chicago,41.86711778,-87.64108796,15,6/25/2013 11:54:47
68,Clinton St & Tilden St,Chicago,41.875885,-87.640795,23,6/25/2013 12:52:06
91,Clinton St & Washington Blvd,Chicago,41.88338,-87.64117,31,6/26/2013 23:39:44
138,Clybourn Ave & Division St,Chicago ,41.904613,-87.640552,15,7/18/2013 22:55:07
195,Columbus Dr & Randolph St,Chicago,41.884728,-87.619521,47,08-07-2013 14:11
581,Commercial Ave & 83rd St,Chicago,41.744607,-87.551201,15,5/27/2016 11:33:35
518,Conservatory Dr & Lake St,Chicago,41.885502,-87.716866,15,5/24/2016 15:32:31
417,Cornell Ave & Hyde Park Blvd,Chicago,41.802406,-87.586924,19,1/30/2015 17:42:21
271,Cottage Grove Ave & 43rd St,Chicago,41.816499,-87.606582,11,09-09-2013 16:33
336,Cottage Grove Ave & 47th St,Chicago,41.809855,-87.606755,15,9/26/2013 11:04:50
351,Cottage Grove Ave & 51st St,Chicago,41.803038,-87.606615,15,10-10-2013 16:56
427,Cottage Grove Ave & 63rd St,Chicago,41.78059901,-87.60611239,19,1/30/2015 17:45:29
429,Cottage Grove Ave & 67th St,Chicago,41.77372095,-87.60563486,11,1/30/2015 17:46:08
400,Cottage Grove Ave & 71st St,Chicago,41.76571904,-87.60495971,11,1/30/2015 17:32:08
575,Cottage Grove Ave & 78th St,Chicago,41.753174,-87.605026,11,5/27/2016 10:57:43
585,Cottage Grove Ave & 83rd St,Chicago,41.744053,-87.604786,11,5/27/2016 11:36:16
265,Cottage Grove Ave & Oakwood Blvd,Chicago,41.822985,-87.6071,15,09-03-2013 17:01
81,Daley Center Plaza,Chicago,41.884241,-87.629634,39,6/26/2013 19:02:13
554,Damen Ave & 51st St,Chicago,41.800908,-87.674684,11,5/27/2016 10:15:12
561,Damen Ave & 59th St,Chicago,41.78602,-87.674167,11,5/27/2016 10:50:53
183,Damen Ave & Augusta Blvd,Chicago,41.899113,-87.677212,23,7/20/2013 17:09:09
310,Damen Ave & Charleston St,Chicago,41.920082,-87.677855,11,9/19/2013 17:59:20
128,Damen Ave & Chicago Ave,Chicago,41.895769,-87.67722,15,7/18/2013 17:55:53
163,Damen Ave & Clybourn Ave,Chicago,41.931931,-87.677856,15,7/19/2013 10:02:35
219,Damen Ave & Cortland St,Chicago,41.916027,-87.677411,19,8/16/2013 11:54:27
167,Damen Ave & Coulter St,Chicago ,41.8492,-87.67564,11,7/19/2013 10:08:02
124,Damen Ave & Cullerton St,Chicago,41.855048,-87.675726,15,7/18/2013 17:24:21
130,Damen Ave & Division St,Chicago ,41.90331,-87.67695,15,7/18/2013 17:57:12
464,Damen Ave & Foster Ave,Chicago,41.9756148,-87.67945904,15,02-10-2015 14:06
214,Damen Ave & Grand Ave,Chicago,41.89122,-87.67686,23,8/15/2013 11:46:58
242,Damen Ave & Leland Ave,Chicago ,41.967094,-87.679028,15,8/21/2013 16:08:29
215,Damen Ave & Madison St,Chicago,41.88137,-87.67493,15,8/15/2013 14:08:55
228,Damen Ave & Melrose Ave,Chicago,41.9406,-87.6785,11,8/19/2013 15:50:47
546,Damen Ave & Pershing Rd,Chicago,41.823192,-87.676597,11,5/27/2016 09:13:00
69,Damen Ave & Pierce Ave,Chicago,41.90939601,-87.67769193,19,6/25/2013 12:53:32
316,Damen Ave & Sunnyside Ave,Chicago,41.96325,-87.679258,19,9/20/2013 14:22:52
162,Damen Ave & Wellington Ave,Chicago,41.93588,-87.67842,15,7/19/2013 10:02:00
60,Dayton St & North Ave,Chicago,41.91057803,-87.64942193,19,6/25/2013 12:08:04
140,Dearborn Pkwy & Delaware Pl,Chicago ,41.898969,-87.629912,19,7/18/2013 22:56:47
37,Dearborn St & Adams St,Chicago,41.87935636,-87.62979104,19,6/25/2013 01:12:23
110,Dearborn St & Erie St,Chicago,41.893992,-87.629318,23,7/18/2013 16:46:48
49,Dearborn St & Monroe St,Chicago,41.88131982,-87.62952092,27,6/25/2013 11:21:41
107,Desplaines St & Jackson Blvd,Chicago,41.878287,-87.643909,23,7/18/2013 16:39:18
56,Desplaines St & Kinzie St,Chicago,41.88871604,-87.64444785,27,6/25/2013 11:50:53
96,Desplaines St & Randolph St,Chicago,41.88461619,-87.64457058,23,6/28/2013 10:47:08
416,Dorchester Ave & 49th St,Chicago,41.805772,-87.592464,15,1/30/2015 17:42:09
428,Dorchester Ave & 63rd St,Chicago,41.78040565,-87.59141599,15,1/30/2015 17:45:54
489,Drake Ave & Addison St,Chicago,41.947326,-87.717582,15,02-10-2015 14:41
503,Drake Ave & Fullerton Ave,Chicago,41.92439882,-87.71544104,15,02-10-2015 14:49
479,Drake Ave & Montrose Ave,Chicago,41.96115408,-87.71656907,11,02-10-2015 14:38
6,Dusable Harbor,Chicago,41.88504199,-87.61279454,39,06-10-2013 11:18
422,DuSable Museum,Chicago,41.79156801,-87.60785218,15,1/30/2015 17:43:59
523,Eastlake Ter & Rogers Ave,Chicago,42.021019,-87.665086,15,5/24/2016 15:44:23
431,Eberhart Ave & 61st St,Chicago,41.78414169,-87.61330783,11,1/30/2015 17:46:36
86,Eckhart Park,Chicago,41.89637337,-87.66098386,19,6/26/2013 19:32:25
553,Elizabeth St & 47th St,Chicago,41.80839,-87.656526,11,5/27/2016 10:03:12
418,Ellis Ave & 53rd St,Chicago,41.79933626,-87.60095811,11,1/30/2015 17:42:34
420,Ellis Ave & 55th St,Chicago,41.79430062,-87.60144977,19,1/30/2015 17:43:06
328,Ellis Ave & 58th St,Chicago,41.788746,-87.601334,19,9/25/2013 09:38:39
426,Ellis Ave & 60th St,Chicago,41.78509715,-87.60107276,19,1/30/2015 17:45:11
584,Ellis Ave & 83rd St,Chicago,41.744123,-87.599034,15,5/27/2016 11:35:20
315,Elston Ave & Wabansia Ave,Chicago,41.912919,-87.664169,23,9/20/2013 12:38:56
207,Emerald Ave & 28th St,Chicago,41.84358,-87.645368,15,8/14/2013 10:26:13
339,Emerald Ave & 31st St,Chicago,41.838198,-87.645143,11,9/27/2013 12:26:08
570,Evans Ave & 75th St,Chicago,41.758308,-87.606685,11,5/27/2016 10:55:05
580,Exchange Ave & 79th St,Chicago,41.751731,-87.552812,15,5/27/2016 11:32:59
24,Fairbanks Ct & Grand Ave,Chicago,41.89186,-87.62062,15,6/22/2013 20:23:31
436,Fairfield Ave & Roosevelt Rd,Chicago,41.866624,-87.694521,15,02-10-2015 11:48
41,Federal St & Polk St,Chicago,41.87207763,-87.62954377,19,6/25/2013 01:44:18
7,Field Blvd & South Water St,Chicago,41.88634906,-87.61751655,19,6/19/2013 10:00:21
97,Field Museum,Chicago,41.865312,-87.617867,51,6/30/2013 13:25:23
89,Financial Pl & Congress Pkwy,Chicago,41.87500913,-87.63310582,31,6/26/2013 19:47:26
150,Fort Dearborn Dr & 31st St,Chicago ,41.838556,-87.608218,15,7/19/2013 09:23:53
471,Francisco Ave & Foster Ave,Chicago,41.97563273,-87.70141944,15,02-10-2015 14:36
31,Franklin St & Chicago Ave,Chicago,41.896776,-87.635633,23,6/22/2013 20:58:44
36,Franklin St & Jackson Blvd,Chicago,41.87770796,-87.63532114,31,6/24/2013 23:34:38
164,Franklin St & Lake St,Chicago,41.885837,-87.6355,23,7/19/2013 10:03:02
287,Franklin St & Monroe St,Chicago,41.880317,-87.635185,27,09-12-2013 14:19
286,Franklin St & Quincy St,Chicago,41.878724,-87.634793,23,09-12-2013 12:08
447,Glenwood Ave & Morse Ave,Chicago,42.00797192,-87.66550239,15,02-10-2015 12:00
525,Glenwood Ave & Touhy Ave,Chicago,42.012701,-87.666058,15,5/24/2016 15:47:11
198,Green St & Madison St,Chicago,41.881892,-87.648789,19,08-08-2013 11:47
112,Green St & Randolph St,Chicago ,41.883668,-87.64867,15,7/18/2013 17:00:04
319,Greenview Ave & Diversey Pkwy,Chicago,41.932595,-87.665939,15,9/20/2013 15:20:20
188,Greenview Ave & Fullerton Ave,Chicago,41.92533,-87.6658,15,7/28/2013 14:35:43
520,Greenview Ave & Jarvis Ave,Chicago,42.015962,-87.66857,23,5/24/2016 15:41:28
252,Greenwood Ave & 47th St,Chicago,41.809835,-87.599383,15,8/26/2013 14:33:32
576,Greenwood Ave & 79th St,Chicago,41.751294,-87.597552,15,5/27/2016 11:29:41
202,Halsted St & 18th St,Chicago,41.857499,-87.646277,15,08-12-2013 17:23
135,Halsted St & 21st St,Chicago,41.85378,-87.64665,11,7/18/2013 22:49:58
279,Halsted St & 35th St (*),Chicago,41.830661,-87.647172,16,09-11-2013 09:17
262,Halsted St & 37th St,Chicago,41.827059,-87.64572,11,09-03-2013 13:18
411,Halsted St & 47th Pl,Chicago,41.80813391,-87.64561655,11,1/30/2015 17:40:06
384,Halsted St & 51st St,Chicago,41.80183164,-87.6452139,11,1/30/2015 14:37:17
386,Halsted St & 56th St,Chicago,41.79292965,-87.64499006,11,1/30/2015 14:38:26
593,Halsted St & 59th St,Chicago,41.787539,-87.644874,11,5/27/2016 11:41:26
388,Halsted St & 63rd St,Chicago,41.77938114,-87.64462081,15,1/30/2015 14:41:26
391,Halsted St & 69th St,Chicago,41.76906172,-87.64461358,11,1/30/2015 14:42:38
206,Halsted St & Archer Ave,Chicago,41.847203,-87.646795,15,8/14/2013 08:53:24
331,Halsted St & Blackhawk St (*),Chicago,41.908537,-87.648627,20,9/25/2013 13:55:21
225,Halsted St & Dickens Ave,Chicago,41.919936,-87.64883,15,8/19/2013 09:23:46
332,Halsted St & Diversey Pkwy,Chicago,41.933666,-87.648959,19,9/25/2013 15:35:07
282,Halsted St & Maxwell St,Chicago,41.864883,-87.647071,15,09-11-2013 14:02
365,Halsted St & North Branch St,Chicago,41.89936844,-87.64847988,15,1/30/2015 12:40:21
108,Halsted St & Polk St,Chicago,41.87184,-87.64664,19,7/18/2013 16:41:10
55,Halsted St & Roosevelt Rd,Chicago,41.867324,-87.648625,23,6/25/2013 11:33:51
299,Halsted St & Roscoe St,Chicago,41.94367,-87.64895,15,9/18/2013 14:50:25
224,Halsted St & Willow St,Chicago,41.913778,-87.64884,19,8/16/2013 17:25:17
349,Halsted St & Wrightwood Ave,Chicago,41.929143,-87.649077,15,10-10-2013 12:40
220,Hampden Ct & Diversey Pkwy,Chicago,41.93262,-87.642385,23,8/16/2013 11:58:39
425,Harper Ave & 59th St,Chicago,41.78794281,-87.58831517,15,1/30/2015 17:44:55
261,Hermitage Ave & Polk St,Chicago,41.871514,-87.669886,15,09-03-2013 13:15
551,Hoyne Ave & 47th St,Chicago,41.808227,-87.67718,11,5/27/2016 09:29:16
507,Humboldt Blvd & Armitage Ave,Chicago,41.91751339,-87.70180896,19,02-10-2015 14:50
147,Indiana Ave & 26th St,Chicago ,41.845687,-87.622481,15,7/19/2013 09:22:07
272,Indiana Ave & 31st St,Chicago,41.838842,-87.621857,11,09-09-2013 16:51
201,Indiana Ave & 40th St,Chicago,41.82168,-87.6216,15,08-10-2013 15:47
255,Indiana Ave & Roosevelt Rd,Chicago,41.867888,-87.623041,39,8/31/2013 10:38:40
73,Jefferson St & Monroe St,Chicago,41.880422,-87.642746,19,6/25/2013 13:08:15
352,Jeffery Blvd & 67th St,Chicago,41.77351755,-87.57714283,15,10/28/2013 13:24:15
11,Jeffery Blvd & 71st St,Chicago,41.76663824,-87.57645011,11,6/21/2013 09:39:15
395,Jeffery Blvd & 76th St,Chicago,41.75712007,-87.57583936,15,1/30/2015 17:30:10
439,Kedzie Ave & 21st St,Chicago,41.85353363,-87.70507303,11,02-10-2015 11:49
441,Kedzie Ave & 24th St,Chicago,41.84819094,-87.70541375,11,02-10-2015 11:50
494,Kedzie Ave & Bryn Mawr Ave,Chicago,41.98239708,-87.70892252,15,02-10-2015 14:42
373,Kedzie Ave & Chicago Ave,Chicago,41.8954653,-87.70612788,15,1/30/2015 13:57:50
470,Kedzie Ave & Foster Ave,Chicago,41.975672,-87.709261,15,02-10-2015 14:36
433,Kedzie Ave & Harrison St,Chicago,41.87359967,-87.70487075,11,02-10-2015 11:47
377,Kedzie Ave & Lake St,Chicago,41.88460329,-87.70630374,19,1/30/2015 13:59:42
476,Kedzie Ave & Leland Ave,Chicago,41.96668636,-87.70805198,15,02-10-2015 14:38
260,Kedzie Ave & Milwaukee Ave,Chicago,41.929567,-87.707857,27,09-03-2013 12:41
290,Kedzie Ave & Palmer Ct,Chicago,41.921525,-87.707322,15,9/13/2013 10:50:18
435,Kedzie Ave & Roosevelt Rd,Chicago,41.86649278,-87.70649618,15,02-10-2015 11:48
537,Kenton Ave & Madison St,Chicago,41.880708,-87.741018,15,5/27/2016 08:43:12
619,Keystone Ave & Fullerton Ave,Chicago,41.924361,-87.727752,15,07-07-2016 16:46
495,Keystone Ave & Montrose Ave,Chicago,41.96110802,-87.7289701,15,02-10-2015 14:42
590,Kilbourn Ave & Irving Park Rd,Chicago,41.953733,-87.740569,15,5/27/2016 11:39:45
591,Kilbourn Ave & Milwaukee Ave,Chicago,41.948818,-87.74002,23,5/27/2016 11:40:20
497,Kimball Ave & Belmont Ave,Chicago,41.939398,-87.711561,23,02-10-2015 14:47
322,Kimbark Ave & 53rd St,Chicago,41.799568,-87.594747,19,9/20/2013 16:51:39
74,Kingsbury St & Erie St,Chicago,41.893882,-87.641711,23,6/26/2013 12:19:56
133,Kingsbury St & Kinzie St,Chicago,41.88917683,-87.63850577,27,7/18/2013 22:47:21
592,Knox Ave & Montrose Ave,Chicago,41.960631,-87.745359,15,5/27/2016 11:40:49
499,Kosciuszko Park,Chicago,41.93058537,-87.72377736,15,02-10-2015 14:48
545,Kostner Ave & Adams St,Chicago,41.877917,-87.735737,15,5/27/2016 09:05:39
536,Kostner Ave & Lake St,Chicago,41.885928,-87.73541,15,5/27/2016 08:42:32
406,Lake Park Ave & 35th St,Chicago,41.83127424,-87.60879919,19,1/30/2015 17:38:37
267,Lake Park Ave & 47th St,Chicago,41.809443,-87.591875,15,09-04-2013 15:57
419,Lake Park Ave & 53rd St,Chicago,41.79949429,-87.5864499,15,1/30/2015 17:42:51
345,Lake Park Ave & 56th St,Chicago,41.793242,-87.587782,19,10-04-2013 11:37
334,Lake Shore Dr & Belmont Ave,Chicago,41.940775,-87.639192,19,9/26/2013 10:16:21
329,Lake Shore Dr & Diversey Pkwy,Chicago,41.932684,-87.63625,15,9/25/2013 09:49:00
76,Lake Shore Dr & Monroe St,Chicago,41.880958,-87.616743,39,6/26/2013 15:26:11
268,Lake Shore Dr & North Blvd,Chicago,41.911722,-87.626804,39,09-05-2013 09:48
99,Lake Shore Dr & Ohio St,Chicago,41.89257,-87.614492,19,7/15/2013 15:12:09
157,Lake Shore Dr & Wellington Ave,Chicago ,41.936669,-87.636794,15,7/19/2013 09:36:22
459,Lakefront Trail & Bryn Mawr Ave,Chicago,41.9840367,-87.65231047,19,02-10-2015 14:05
313,Lakeview Ave & Fullerton Pkwy,Chicago,41.925858,-87.638973,19,9/20/2013 10:42:10
543,Laramie Ave & Gladys Ave,Chicago,41.875806,-87.755285,15,5/27/2016 09:04:28
530,Laramie Ave & Kinzie St,Chicago,41.887832,-87.755527,15,5/27/2016 08:37:00
540,Laramie Ave & Madison St,Chicago,41.880207,-87.755337,15,5/27/2016 08:46:44
288,Larrabee St & Armitage Ave,Chicago,41.918084,-87.643749,11,09-12-2013 15:23
359,Larrabee St & Division St,Chicago,41.90348607,-87.64335349,23,4/22/2014 15:54:08
48,Larrabee St & Kingsbury St,Chicago,41.897764,-87.642884,39,6/25/2013 11:20:37
28,Larrabee St & Menomonee St,Chicago,41.91468,-87.64332,15,6/22/2013 20:38:05
27,Larrabee St & North Ave,Chicago,41.91021,-87.6435,19,6/22/2013 20:31:48
364,Larrabee St & Oak St,Chicago,41.90021949,-87.64298547,19,1/30/2015 12:38:37
144,Larrabee St & Webster Ave,Chicago ,41.921822,-87.64414,19,7/19/2013 09:20:13
40,LaSalle St & Adams St,Chicago,41.87934437,-87.63198522,15,6/25/2013 01:44:12
181,LaSalle St & Illinois St,Chicago,41.890755,-87.632009,31,7/19/2013 11:15:27
283,LaSalle St & Jackson Blvd,Chicago,41.87817,-87.631985,31,09-11-2013 15:53
98,LaSalle St & Washington St,Chicago,41.882664,-87.63253,15,7/15/2013 14:41:02
440,Lawndale Ave & 23rd St,Chicago,41.84988195,-87.71700039,11,02-10-2015 11:49
492,Leavitt St & Addison St,Chicago,41.946655,-87.683359,15,02-10-2015 14:41
9,Leavitt St & Archer Ave,Chicago,41.82879202,-87.68060446,19,6/21/2013 09:33:32
309,Leavitt St & Armitage Ave,Chicago,41.917805,-87.682437,11,9/19/2013 17:19:44
311,Leavitt St & Lawrence Ave,Chicago,41.968885,-87.684001,19,9/20/2013 09:23:45
213,Leavitt St & North Ave,Chicago,41.910153,-87.68229,15,8/15/2013 11:42:31
330,Lincoln Ave & Addison St,Chicago,41.946176,-87.673308,19,9/25/2013 13:25:17
298,Lincoln Ave & Belle Plaine Ave,Chicago,41.955927,-87.679259,15,9/18/2013 11:51:16
131,Lincoln Ave & Belmont Ave,Chicago ,41.939365,-87.668385,15,7/18/2013 17:57:49
152,Lincoln Ave & Diversey Pkwy,Chicago ,41.932225,-87.658617,15,7/19/2013 09:25:12
127,Lincoln Ave & Fullerton Ave,Chicago ,41.925905,-87.64926,15,7/18/2013 17:55:24
243,Lincoln Ave & Leavitt St,Chicago ,41.962391,-87.684146,15,8/21/2013 16:45:53
230,Lincoln Ave & Roscoe St,Chicago,41.94334,-87.67097,19,8/19/2013 17:20:48
257,Lincoln Ave & Waveland Ave,Chicago,41.94911,-87.675112,15,8/31/2013 12:17:05
472,Lincoln Ave & Winona St,Chicago,41.9749113,-87.69250256,15,02-10-2015 14:36
258,Logan Blvd & Elston Ave,Chicago,41.930584,-87.685126,19,8/31/2013 14:15:22
366,Loomis St & Archer Ave,Chicago,41.84163254,-87.65743495,15,1/30/2015 12:43:34
146,Loomis St & Jackson Blvd,Chicago ,41.877945,-87.662007,11,7/19/2013 09:21:36
320,Loomis St & Lexington St,Chicago,41.872187,-87.661501,19,9/20/2013 16:26:22
19,Loomis St & Taylor St (*),Chicago,41.869417,-87.660996,16,6/22/2013 19:03:02
477,Manor Ave & Leland Ave,Chicago,41.96631753,-87.70108268,11,02-10-2015 14:38
455,Maplewood Ave & Peterson Ave,Chicago,41.99023603,-87.69336964,15,02-10-2015 14:04
465,Marine Dr & Ainslie St,Chicago,41.9716,-87.650154,23,02-10-2015 14:06
549,Marshfield Ave & 44th St,Chicago,41.813996,-87.666589,11,5/27/2016 09:25:31
560,Marshfield Ave & 59th St,Chicago,41.786833,-87.666215,11,5/27/2016 10:50:20
58,Marshfield Ave & Cortland St,Chicago,41.916017,-87.668879,23,6/25/2013 11:57:51
544,Mason Ave & Madison St,Chicago,41.87998,-87.773264,15,5/27/2016 09:05:02
567,May St & 69th St,Chicago,41.768938,-87.652934,11,5/27/2016 10:53:33
171,May St & Cullerton St,Chicago ,41.855136,-87.654127,11,7/19/2013 11:05:15
22,May St & Taylor St,Chicago,41.8694821,-87.6554864,15,6/22/2013 19:09:14
142,McClurg Ct & Erie St,Chicago ,41.894503,-87.617854,31,7/18/2013 22:58:19
26,McClurg Ct & Illinois St,Chicago,41.89102,-87.6173,31,6/22/2013 20:28:13
62,McCormick Place,Chicago,41.85137517,-87.61883465,27,6/25/2013 12:13:09
168,Michigan Ave & 14th St,Chicago ,41.864059,-87.623727,19,7/19/2013 10:08:36
273,Michigan Ave & 18th St,Chicago,41.857813,-87.62455,23,09-10-2013 09:13
623,Michigan Ave & 8th St,Chicago,41.872773,-87.623981,23,6/13/2017 15:23:53
45,Michigan Ave & Congress Pkwy,Chicago,41.876243,-87.624426,15,6/25/2013 11:01:27
284,Michigan Ave & Jackson Blvd,Chicago,41.87785,-87.62408,23,09-12-2013 09:21
52,Michigan Ave & Lake St,Chicago,41.886024,-87.624117,31,6/25/2013 11:25:55
197,Michigan Ave & Madison St,Chicago,41.882134,-87.625125,19,08-08-2013 11:27
85,Michigan Ave & Oak St,Chicago,41.90096039,-87.62377664,23,6/26/2013 19:18:12
25,Michigan Ave & Pearson St,Chicago,41.89766,-87.62351,23,6/22/2013 20:26:32
43,Michigan Ave & Washington St,Chicago,41.88389277,-87.62464914,43,6/25/2013 10:57:46
145,Mies van der Rohe Way & Chestnut St,Chicago,41.89858665,-87.62191523,19,7/19/2013 09:20:47
173,Mies van der Rohe Way & Chicago Ave,Chicago ,41.89691,-87.621743,15,7/19/2013 11:07:06
443,Millard Ave & 26th St,Chicago,41.84456685,-87.71591031,11,02-10-2015 11:50
90,Millennium Park,Chicago,41.8810317,-87.62408432,35,6/26/2013 19:51:57
